file,fs,duration_s,channels,channel_index,rms_dbfs,peak_dbfs,crest_db,zcr,snr_db,spectral_centroid_hz
100d1m_006.wav,16000,1,6,2,-35.9366455987632,-17.9375781367917,17.9990674619715,0.058846094828909,20.600109282374,7973.07118838861
100d1m_006.wav,16000,1,6,3,-36.0005142309803,-17.7534911946083,18.247023036372,0.0625543450462892,20.638257223438,7972.62289057164
100d1m_006.wav,16000,1,6,4,-35.668943942032,-17.2756866207356,18.3932573212964,0.0626054933251496,20.3890513136443,7972.64504590007
100d1m_006.wav,16000,1,6,5,-88.7526023615438,-84.2883987858831,4.46420357566063,0.426448774998721,1.59807322064573,7739.58586632395
100d1m_006.wav,16000,1,6,6,-88.6900803520883,-84.2883987858831,4.40168156620516,0.43115441665388,1.6800820825055,7737.0332732674
100d1m_007.wav,16000,1,6,1,-39.6602953793006,-24.942120420173,14.7181749591276,0.0506623702112424,11.554717197802,7969.29163289848
100d1m_007.wav,16000,1,6,2,-39.6458404714738,-24.9702604760109,14.6755799954629,0.0505856477929518,11.8941169065865,7969.93255647603
100d1m_007.wav,16000,1,6,3,-39.8052656141263,-25.2422385926722,14.5630270214541,0.0546775101017851,11.9754386434201,7969.96543270388
100d1m_007.wav,16000,1,6,4,-39.5100119047563,-25.2713696081438,14.2386422966125,0.0553935860058309,11.8462189285313,7970.04970036274
100d1m_007.wav,16000,1,6,5,-88.7548791347645,-84.2883987858831,4.46648034888133,0.432663290880262,1.38974586314919,7740.19277155124
100d1m_007.wav,16000,1,6,6,-88.7761867743055,-84.2883987858831,4.4877879884224,0.440309958569894,1.49026155194328,7741.15501884804
100d1m_008.wav,16000,1,6,1,-39.7148312784529,-23.7945815388061,15.9202497396468,0.0624264743491382,17.4097609929545,7963.38954101118
100d1m_008.wav,16000,1,6,2,-39.4734307773961,-23.4644941119785,16.0089366654176,0.0639609227149506,17.7559289669603,7964.04877840125
100d1m_008.wav,16000,1,6,3,-39.5749286636564,-23.839831362205,15.7350973014514,0.0664927625185412,17.7443533621641,7963.21143294281
100d1m_008.wav,16000,1,6,4,-39.3585501140672,-24.1078839441765,15.2506661698907,0.0671321160042965,17.378887907725,7963.38679561559
100d1m_008.wav,16000,1,6,5,-88.7208522318994,-84.2883987858831,4.43245344601631,0.432919032274564,1.43743639541173,7737.87129100899
100d1m_008.wav,16000,1,6,6,-88.7526023615438,-84.2883987858831,4.46420357566063,0.433916423712342,1.29267537119675,7740.87903668303
100d1m_009.wav,16000,1,6,1,-42.3288852539515,-26.9685627833892,15.3603224705624,0.0633982916474861,14.9340677940057,7924.69646227802
100d1m_009.wav,16000,1,6,2,-42.2248160969332,-26.7352139036825,15.4896021932507,0.0627077898828704,15.3375918270745,7926.51365208816
100d1m_009.wav,16000,1,6,3,-42.3348900266156,-26.8452733309488,15.4896166956667,0.0673622832591683,15.3178931506893,7925.45599695476
100d1m_009.wav,16000,1,6,4,-42.0068985197095,-26.4799784098964,15.5269201098131,0.068922305764411,15.2535651184286,7925.80699449228
100d1m_009.wav,16000,1,6,5,-88.708817739075,-84.2883987858831,4.42041895319188,0.440309958569894,1.30809093108531,7737.94239355282
100d1m_009.wav,16000,1,6,6,-88.7110716677576,-84.2883987858831,4.42267288187445,0.442611631118613,1.41420166424231,7738.7328825257
100d1m_010.wav,16000,1,6,1,-36.3102303523303,-22.9209704252618,13.3892599270685,0.0659812797299371,16.3271347455973,7943.99668410749
100d1m_010.wav,16000,1,6,2,-35.9173422602599,-22.0597877505951,13.8575545096648,0.0650606107104496,17.1298982629705,7947.17748333557
100d1m_010.wav,16000,1,6,3,-35.8167010721407,-21.5921113795055,14.2245896926352,0.0654953710807631,17.6519863039272,7946.64310302269
100d1m_010.wav,16000,1,6,4,-35.3917956087123,-20.9835122634085,14.4082833453038,0.0667229297734131,17.9099848822527,7947.85126713848
100d1m_010.wav,16000,1,6,5,-82.2233444664678,-65.2035485971247,17.0197958693431,0.450616336760268,13.9395182844193,7777.32248016758
100d1m_010.wav,16000,1,6,6,-85.3671047805421,-72.2471989593476,13.1199058211945,0.476088179632755,9.20824954035346,7764.88759722289
100d1m_011.wav,16000,1,6,1,-39.9807324940034,-26.4855695846231,13.4951629093803,0.0598434862666871,12.9713898489368,7961.79629391064
100d1m_011.wav,16000,1,6,2,-40.0380199548675,-26.1026283026697,13.9353916521978,0.0584369085980257,13.2683668106245,7962.67841303509
100d1m_011.wav,16000,1,6,3,-40.2275969348263,-26.2701374311613,13.957459503665,0.0605851363101632,13.4294556121332,7961.97323882725
100d1m_011.wav,16000,1,6,4,-39.9053885672239,-26.0652466111152,13.8401419561088,0.0620940105365454,13.3694766811613,7961.9279028066
